timestamp,open,high,low,close,volume
2025-01-13 00:00:00,1.15e-06,1.15e-06,1.15e-06,1.15e-06,69258908.0
2025-01-13 00:01:00,1.16e-06,1.16e-06,1.15e-06,1.15e-06,58068082.0
2025-01-13 00:02:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,786415699.0
2025-01-13 00:03:00,1.15e-06,1.15e-06,1.15e-06,1.15e-06,20290521.0
2025-01-13 00:04:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,277285788.0
2025-01-13 00:05:00,1.15e-06,1.15e-06,1.15e-06,1.15e-06,29223946.0
2025-01-13 00:06:00,1.15e-06,1.15e-06,1.15e-06,1.15e-06,307316838.0
2025-01-13 00:07:00,1.15e-06,1.16e-06,1.15e-06,1.16e-06,455795694.0
2025-01-13 00:08:00,1.16e-06,1.16e-06,1.15e-06,1.16e-06,2159268071.0
2025-01-13 00:09:00,1.16e-06,1.16e-06,1.15e-06,1.16e-06,468258452.0
2025-01-13 00:10:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,413159603.0
2025-01-13 00:11:00,1.15e-06,1.16e-06,1.15e-06,1.16e-06,133474958.0
2025-01-13 00:12:00,1.15e-06,1.15e-06,1.15e-06,1.15e-06,344396678.0
2025-01-13 00:13:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,205898934.0
2025-01-13 00:14:00,1.15e-06,1.15e-06,1.15e-06,1.15e-06,45561067.0
2025-01-13 00:15:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,413630571.0
2025-01-13 00:16:00,1.16e-06,1.16e-06,1.15e-06,1.16e-06,310980408.0
2025-01-13 00:17:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,171671723.0
2025-01-13 00:18:00,1.15e-06,1.15e-06,1.15e-06,1.15e-06,99501086.0
2025-01-13 00:19:00,1.15e-06,1.16e-06,1.15e-06,1.16e-06,345530741.0
2025-01-13 00:20:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,343372627.0
2025-01-13 00:21:00,1.16e-06,1.16e-06,1.15e-06,1.15e-06,87539862.0
2025-01-13 00:22:00,1.15e-06,1.16e-06,1.15e-06,1.16e-06,240890154.0
2025-01-13 00:23:00,1.15e-06,1.16e-06,1.15e-06,1.16e-06,197480561.0
2025-01-13 00:24:00,1.15e-06,1.16e-06,1.15e-06,1.16e-06,241960371.0
2025-01-13 00:25:00,1.16e-06,1.16e-06,1.15e-06,1.15e-06,234072578.0
2025-01-13 00:26:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,290389602.0
2025-01-13 00:27:00,1.16e-06,1.16e-06,1.15e-06,1.16e-06,2350988760.0
2025-01-13 00:28:00,1.15e-06,1.16e-06,1.15e-06,1.16e-06,744567560.0
2025-01-13 00:29:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,139985103.0
2025-01-13 00:30:00,1.15e-06,1.16e-06,1.15e-06,1.15e-06,257526534.0
2025-01-13 00:31:00,1.16e-06,1.17e-06,1.15e-06,1.16e-06,40457950615.0
2025-01-13 00:32:00,1.17e-06,1.17e-06,1.16e-06,1.17e-06,571749960.0
2025-01-13 00:33:00,1.17e-06,1.17e-06,1.16e-06,1.17e-06,5319952475.0
2025-01-13 00:34:00,1.17e-06,1.17e-06,1.16e-06,1.17e-06,832439840.0
